Date,Close,Open,High,Low,Vol.,Change %
"Feb 13, 2023",0.6442,0.6609,0.6642,0.6165,42.18M,-2.52%
"Feb 12, 2023",0.6609,0.6952,0.6994,0.6536,28.47M,-4.92%
"Feb 11, 2023",0.6951,0.6886,0.6969,0.6777,32.06M,0.93%
"Feb 10, 2023",0.6887,0.6785,0.7197,0.6657,37.68M,1.51%
"Feb 09, 2023",0.6785,0.7676,0.7703,0.6623,49.72M,-11.58%
"Feb 08, 2023",0.7674,0.8083,0.8237,0.7396,55.95M,-4.80%
"Feb 07, 2023",0.806,0.7086,0.8244,0.7072,59.51M,13.77%
"Feb 06, 2023",0.7085,0.7355,0.7456,0.7021,24.11M,-3.67%
"Feb 05, 2023",0.7354,0.7813,0.784,0.7182,36.83M,-5.87%
"Feb 04, 2023",0.7813,0.7896,0.8062,0.7735,27.80M,-1.05%
"Feb 03, 2023",0.7896,0.7843,0.7967,0.7639,34.48M,0.89%
"Feb 02, 2023",0.7826,0.804,0.8418,0.7732,48.82M,-2.67%
"Feb 01, 2023",0.804,0.7496,0.8139,0.708,62.56M,7.27%
"Jan 31, 2023",0.7495,0.7523,0.7567,0.7227,40.93M,-0.36%
"Jan 30, 2023",0.7523,0.8078,0.8145,0.7148,71.65M,-6.88%
"Jan 29, 2023",0.8079,0.6941,0.81,0.6824,116.58M,16.38%
"Jan 28, 2023",0.6941,0.6793,0.7304,0.6792,60.69M,2.19%
"Jan 27, 2023",0.6793,0.6767,0.6944,0.65,30.47M,0.37%
"Jan 26, 2023",0.6768,0.688,0.7005,0.6592,37.32M,-1.63%
"Jan 25, 2023",0.688,0.6614,0.7152,0.6362,53.03M,4.02%
"Jan 24, 2023",0.6614,0.7247,0.7426,0.6504,43.76M,-8.61%
"Jan 23, 2023",0.7237,0.7255,0.7487,0.7069,61.00M,-0.26%
"Jan 22, 2023",0.7256,0.716,0.7553,0.6912,63.42M,1.34%
"Jan 21, 2023",0.716,0.7331,0.7795,0.7119,122.96M,-2.37%
"Jan 20, 2023",0.7334,0.6459,0.7471,0.6159,83.40M,13.54%
"Jan 19, 2023",0.6459,0.6365,0.6789,0.6275,51.63M,1.45%
"Jan 18, 2023",0.6367,0.6871,0.7125,0.6307,93.79M,-7.35%
"Jan 17, 2023",0.6871,0.6993,0.7524,0.6782,108.14M,-1.73%
"Jan 16, 2023",0.6992,0.6993,0.7348,0.6662,145.51M,-0.01%
"Jan 15, 2023",0.6993,0.5944,0.719,0.5525,193.96M,17.68%
"Jan 14, 2023",0.5943,0.531,0.6323,0.528,188.81M,11.91%
"Jan 13, 2023",0.531,0.4128,0.5465,0.4067,129.91M,28.64%
"Jan 12, 2023",0.4128,0.4052,0.4167,0.3914,34.48M,1.88%
"Jan 11, 2023",0.4052,0.4024,0.4075,0.3802,24.81M,0.69%
"Jan 10, 2023",0.4024,0.3941,0.4156,0.3915,32.95M,2.11%
"Jan 09, 2023",0.3941,0.3775,0.4271,0.3759,82.05M,4.51%
"Jan 08, 2023",0.3771,0.3506,0.386,0.3398,49.72M,7.54%
"Jan 07, 2023",0.3507,0.3278,0.3598,0.3265,41.42M,6.96%
"Jan 06, 2023",0.3278,0.3212,0.3309,0.3107,15.76M,2.06%
"Jan 05, 2023",0.3212,0.3221,0.3324,0.3181,17.25M,-0.28%
"Jan 04, 2023",0.3221,0.3092,0.3283,0.3082,25.13M,4.18%
"Jan 03, 2023",0.3092,0.3105,0.3135,0.3045,9.79M,-0.42%
"Jan 02, 2023",0.3105,0.3015,0.3128,0.2962,14.50M,2.99%
"Jan 01, 2023",0.3015,0.297,0.302,0.2912,8.29M,1.53%
"Dec 31, 2022",0.297,0.2927,0.2998,0.2916,8.63M,1.47%
"Dec 30, 2022",0.2927,0.2946,0.2958,0.2846,12.63M,-0.73%
"Dec 29, 2022",0.2948,0.3051,0.3057,0.2885,15.66M,-3.37%
"Dec 28, 2022",0.3051,0.3217,0.3225,0.3027,17.49M,-5.15%
"Dec 27, 2022",0.3217,0.3292,0.3305,0.3157,14.71M,-2.30%
"Dec 26, 2022",0.3292,0.327,0.3336,0.3252,11.05M,0.67%
"Dec 25, 2022",0.327,0.3268,0.3318,0.3244,13.80M,0.07%
"Dec 24, 2022",0.3268,0.3336,0.3356,0.325,22.50M,-2.06%
"Dec 23, 2022",0.3337,0.3119,0.3383,0.311,38.73M,6.99%
"Dec 22, 2022",0.3119,0.3063,0.3119,0.2997,12.08M,1.82%
"Dec 21, 2022",0.3063,0.3135,0.3146,0.3015,12.13M,-2.31%
"Dec 20, 2022",0.3135,0.3025,0.3184,0.3022,13.29M,3.54%
"Dec 19, 2022",0.3028,0.3256,0.3307,0.2976,28.85M,-6.97%
"Dec 18, 2022",0.3255,0.3338,0.3346,0.3218,15.93M,-2.48%
"Dec 17, 2022",0.3338,0.3386,0.3396,0.325,16.63M,-1.43%
"Dec 16, 2022",0.3386,0.3755,0.3796,0.3348,20.81M,-9.82%
"Dec 15, 2022",0.3755,0.3818,0.3821,0.3714,12.27M,-1.65%
"Dec 14, 2022",0.3818,0.3918,0.3939,0.38,12.11M,-2.55%
"Dec 13, 2022",0.3918,0.384,0.3936,0.3661,18.27M,2.05%
"Dec 12, 2022",0.384,0.3902,0.3902,0.3713,10.72M,-1.60%
"Dec 11, 2022",0.3902,0.4016,0.4024,0.3885,6.79M,-2.83%
"Dec 10, 2022",0.4016,0.3955,0.4055,0.395,10.85M,1.54%
"Dec 09, 2022",0.3955,0.3997,0.4029,0.3936,9.10M,-1.07%
"Dec 08, 2022",0.3997,0.3941,0.4034,0.3892,12.59M,1.44%
"Dec 07, 2022",0.3941,0.4157,0.4185,0.3876,16.59M,-5.20%
"Dec 06, 2022",0.4157,0.4201,0.4238,0.4113,17.97M,-1.07%
"Dec 05, 2022",0.4202,0.4093,0.4282,0.4088,28.18M,2.66%
"Dec 04, 2022",0.4093,0.4061,0.4137,0.4035,23.62M,0.79%
"Dec 03, 2022",0.4061,0.4206,0.4225,0.4053,9.38M,-3.45%
"Dec 02, 2022",0.4206,0.4043,0.4245,0.3981,25.04M,4.02%
"Dec 01, 2022",0.4043,0.4126,0.4127,0.4002,12.97M,-1.99%
"Nov 30, 2022",0.4125,0.3934,0.4127,0.3934,19.35M,4.87%
"Nov 29, 2022",0.3934,0.3866,0.3992,0.3827,14.51M,1.75%
"Nov 28, 2022",0.3866,0.3998,0.4045,0.3805,15.19M,-3.30%
"Nov 27, 2022",0.3998,0.4051,0.4106,0.3986,15.15M,-1.30%
"Nov 26, 2022",0.4051,0.3906,0.4063,0.3905,12.98M,3.71%
"Nov 25, 2022",0.3906,0.3942,0.3942,0.382,11.54M,-0.92%
"Nov 24, 2022",0.3942,0.3971,0.4052,0.3854,14.83M,-0.71%
"Nov 23, 2022",0.3971,0.3825,0.3975,0.3787,19.42M,3.82%
"Nov 22, 2022",0.3825,0.3697,0.3831,0.3579,23.88M,3.43%
"Nov 21, 2022",0.3698,0.3841,0.3853,0.3578,34.30M,-3.73%
"Nov 20, 2022",0.3841,0.417,0.4205,0.3815,22.24M,-7.88%
"Nov 19, 2022",0.417,0.4183,0.4245,0.4143,23.59M,1.38%
"Nov 18, 2022",0.4113,0.418,0.4212,0.406,24.90M,-1.30%
"Nov 17, 2022",0.4167,0.4281,0.4352,0.4115,26.61M,-2.66%
"Nov 16, 2022",0.4281,0.4508,0.4564,0.4251,19.25M,-5.02%
"Nov 15, 2022",0.4508,0.4416,0.4613,0.4347,22.06M,2.07%
"Nov 14, 2022",0.4416,0.4487,0.4535,0.4119,39.72M,-1.57%
"Nov 13, 2022",0.4486,0.4645,0.4729,0.4373,40.47M,-3.41%
"Nov 12, 2022",0.4645,0.497,0.4975,0.4613,14.86M,-6.55%
"Nov 11, 2022",0.497,0.531,0.535,0.4798,25.71M,-6.38%
"Nov 10, 2022",0.5309,0.4581,0.5402,0.4514,47.72M,15.95%
"Nov 09, 2022",0.4579,0.5657,0.5705,0.4476,53.77M,-19.07%
"Nov 08, 2022",0.5658,0.6641,0.6932,0.5025,67.45M,-14.80%
"Nov 07, 2022",0.6641,0.6628,0.675,0.6453,24.71M,0.20%
"Nov 06, 2022",0.6628,0.7115,0.7149,0.6611,19.87M,-6.82%
"Nov 05, 2022",0.7113,0.6959,0.7429,0.6959,48.14M,2.19%
"Nov 04, 2022",0.696,0.637,0.6988,0.6334,37.85M,9.27%
"Nov 03, 2022",0.637,0.6231,0.6507,0.6204,23.66M,2.23%
"Nov 02, 2022",0.6231,0.6506,0.6516,0.6083,33.76M,-4.23%
"Nov 01, 2022",0.6506,0.6724,0.6847,0.6506,20.73M,-3.25%
"Oct 31, 2022",0.6725,0.6715,0.6886,0.6556,36.36M,0.17%
"Oct 30, 2022",0.6714,0.6618,0.7305,0.6547,66.41M,1.44%
"Oct 29, 2022",0.6618,0.6419,0.6777,0.6419,32.63M,3.10%
"Oct 28, 2022",0.6419,0.6278,0.6474,0.6148,23.16M,2.25%
"Oct 27, 2022",0.6278,0.6378,0.6679,0.6247,27.55M,-1.56%
"Oct 26, 2022",0.6378,0.625,0.6467,0.6223,21.88M,2.03%
"Oct 25, 2022",0.6251,0.6031,0.6341,0.6024,22.20M,3.64%
"Oct 24, 2022",0.6031,0.6223,0.6246,0.5958,15.63M,-3.06%
"Oct 23, 2022",0.6222,0.6117,0.6244,0.6008,11.70M,1.71%
"Oct 22, 2022",0.6117,0.6145,0.617,0.6048,7.24M,-0.45%
"Oct 21, 2022",0.6145,0.6013,0.617,0.5843,16.32M,2.19%
"Oct 20, 2022",0.6013,0.6064,0.6216,0.5975,14.01M,-0.83%
"Oct 19, 2022",0.6064,0.6315,0.6333,0.6026,15.14M,-3.98%
"Oct 18, 2022",0.6315,0.6487,0.6561,0.6201,16.01M,-2.63%
"Oct 17, 2022",0.6486,0.6412,0.6501,0.6352,10.19M,1.16%
"Oct 16, 2022",0.6412,0.6381,0.6466,0.633,9.73M,0.49%
"Oct 15, 2022",0.6381,0.6228,0.6555,0.6217,17.70M,2.39%
"Oct 14, 2022",0.6231,0.6353,0.6551,0.6146,18.50M,-1.92%
"Oct 13, 2022",0.6353,0.6475,0.6489,0.5866,34.54M,-1.88%
"Oct 12, 2022",0.6475,0.6512,0.6598,0.6449,10.81M,-0.57%
"Oct 11, 2022",0.6512,0.666,0.666,0.6408,17.66M,-2.20%
"Oct 10, 2022",0.6659,0.6925,0.6989,0.6659,13.42M,-3.84%
"Oct 09, 2022",0.6925,0.6911,0.6953,0.6883,4.83M,0.20%
"Oct 08, 2022",0.6911,0.695,0.7005,0.6855,6.62M,-0.56%
"Oct 07, 2022",0.695,0.6953,0.7001,0.6843,11.86M,-0.04%
"Oct 06, 2022",0.6953,0.703,0.7123,0.6927,24.20M,-1.10%
"Oct 05, 2022",0.703,0.7045,0.7147,0.6898,18.80M,-0.20%
"Oct 04, 2022",0.7045,0.6969,0.7083,0.6931,15.87M,1.08%
"Oct 03, 2022",0.6969,0.6828,0.6981,0.6747,16.06M,2.08%
"Oct 02, 2022",0.6828,0.6926,0.697,0.6792,9.98M,-1.42%
"Oct 01, 2022",0.6926,0.6984,0.7029,0.6907,7.62M,-0.83%
"Sep 30, 2022",0.6984,0.7088,0.7172,0.6928,23.59M,-1.49%
"Sep 29, 2022",0.709,0.7036,0.7107,0.6875,17.77M,0.76%
"Sep 28, 2022",0.7036,0.6925,0.709,0.6722,20.59M,1.65%
"Sep 27, 2022",0.6922,0.7033,0.7244,0.6841,27.20M,-1.59%
"Sep 26, 2022",0.7033,0.6978,0.7056,0.6818,21.19M,0.78%
"Sep 25, 2022",0.6979,0.7074,0.7181,0.6908,15.15M,-1.35%
"Sep 24, 2022",0.7074,0.7206,0.7306,0.7047,14.88M,-1.84%
"Sep 23, 2022",0.7206,0.7208,0.7337,0.6897,31.05M,0.00%
"Sep 22, 2022",0.7206,0.6814,0.7252,0.6801,24.19M,5.76%
"Sep 21, 2022",0.6814,0.707,0.7385,0.6698,40.89M,-3.62%
"Sep 20, 2022",0.707,0.7267,0.7336,0.7041,24.79M,-2.71%
"Sep 19, 2022",0.7267,0.7038,0.7314,0.6893,28.35M,3.28%
"Sep 18, 2022",0.7037,0.752,0.7548,0.6987,24.86M,-6.43%
"Sep 17, 2022",0.752,0.7412,0.7538,0.7335,12.89M,1.47%
"Sep 16, 2022",0.7412,0.7195,0.746,0.7112,20.14M,3.01%
"Sep 15, 2022",0.7195,0.7446,0.7446,0.7092,25.48M,-3.37%
"Sep 14, 2022",0.7446,0.7308,0.7491,0.7211,19.18M,1.89%
"Sep 13, 2022",0.7308,0.7944,0.8017,0.7281,36.83M,-8.00%
"Sep 12, 2022",0.7943,0.8037,0.8231,0.7828,31.55M,-1.16%
"Sep 11, 2022",0.8037,0.8138,0.8214,0.7923,19.51M,-1.24%
"Sep 10, 2022",0.8138,0.8061,0.8314,0.8004,29.27M,0.94%
"Sep 09, 2022",0.8062,0.7726,0.8207,0.7721,33.65M,4.36%
"Sep 08, 2022",0.7726,0.7638,0.7753,0.7498,21.43M,1.15%
"Sep 07, 2022",0.7638,0.7369,0.7705,0.7216,20.54M,3.69%
"Sep 06, 2022",0.7366,0.7895,0.8139,0.7291,36.46M,-6.70%
"Sep 05, 2022",0.7895,0.8083,0.8141,0.78,20.89M,-2.33%
"Sep 04, 2022",0.8083,0.7878,0.821,0.7817,22.69M,2.60%
"Sep 03, 2022",0.7878,0.7757,0.7894,0.7625,9.78M,1.56%
"Sep 02, 2022",0.7757,0.78,0.7996,0.7668,16.22M,-0.55%
"Sep 01, 2022",0.78,0.7733,0.7813,0.7494,16.74M,0.86%
"Aug 31, 2022",0.7733,0.7724,0.7982,0.7683,18.88M,0.16%
"Aug 30, 2022",0.772,0.7961,0.8048,0.7529,24.52M,-3.02%
"Aug 29, 2022",0.7961,0.7494,0.799,0.7395,22.51M,6.25%
"Aug 28, 2022",0.7493,0.7765,0.7922,0.7456,20.31M,-3.51%
"Aug 27, 2022",0.7765,0.777,0.7802,0.7554,21.62M,-0.06%
"Aug 26, 2022",0.777,0.8388,0.847,0.7654,33.01M,-7.37%
"Aug 25, 2022",0.8388,0.8318,0.8535,0.8254,14.85M,0.84%
"Aug 24, 2022",0.8318,0.836,0.8568,0.8119,19.98M,-0.52%
"Aug 23, 2022",0.8361,0.8312,0.8379,0.804,26.56M,0.54%
"Aug 22, 2022",0.8316,0.8522,0.8538,0.8029,24.76M,-2.41%
"Aug 21, 2022",0.8522,0.8321,0.8617,0.8261,19.68M,2.41%
"Aug 20, 2022",0.8321,0.8422,0.8661,0.8131,25.32M,-1.20%
"Aug 19, 2022",0.8423,0.924,0.9259,0.8326,44.89M,-8.84%
"Aug 18, 2022",0.9239,0.9696,0.9913,0.9091,21.97M,-4.69%
"Aug 17, 2022",0.9694,1.0279,1.0579,0.9607,25.88M,-5.71%
"Aug 16, 2022",1.0281,1.0529,1.0657,1.0234,20.27M,-2.36%
"Aug 15, 2022",1.0529,1.0708,1.1147,1.0352,29.29M,-1.67%
"Aug 14, 2022",1.0708,1.0621,1.1279,1.0552,38.74M,0.82%
"Aug 13, 2022",1.0621,1.068,1.0963,1.0576,16.11M,-0.54%
"Aug 12, 2022",1.0678,1.0528,1.0691,1.0299,16.26M,1.43%
"Aug 11, 2022",1.0528,1.0727,1.0879,1.045,24.99M,-1.84%
"Aug 10, 2022",1.0725,1.0188,1.0745,0.9968,30.38M,5.27%
"Aug 09, 2022",1.0188,1.0854,1.1057,1.0001,35.66M,-6.13%
"Aug 08, 2022",1.0854,1.0599,1.1178,1.058,32.24M,2.40%
"Aug 07, 2022",1.0599,1.0493,1.0843,1.0272,18.70M,1.01%
"Aug 06, 2022",1.0493,1.0691,1.0912,1.0446,29.34M,-1.87%
"Aug 05, 2022",1.0693,0.9928,1.0764,0.9915,46.63M,7.71%
"Aug 04, 2022",0.9927,0.9622,1.0233,0.9618,34.46M,3.17%
"Aug 03, 2022",0.9622,0.9604,1.0036,0.9353,24.72M,0.18%
"Aug 02, 2022",0.9605,1.0134,1.0251,0.9397,33.88M,-5.22%
"Aug 01, 2022",1.0134,0.9749,1.0397,0.9601,36.76M,3.90%
"Jul 31, 2022",0.9753,1.0094,1.0421,0.9698,35.30M,-3.37%
"Jul 30, 2022",1.0094,0.9709,1.0943,0.9697,62.79M,4.05%
"Jul 29, 2022",0.9701,0.9792,1.0328,0.9482,54.42M,-0.95%
"Jul 28, 2022",0.9794,0.9545,0.9951,0.9234,43.52M,2.61%
"Jul 27, 2022",0.9545,0.8791,0.9561,0.8523,32.95M,8.56%
"Jul 26, 2022",0.8792,0.8745,0.8797,0.8437,22.57M,0.56%
"Jul 25, 2022",0.8743,0.9633,0.9692,0.8732,30.23M,-9.24%
"Jul 24, 2022",0.9633,0.9758,1.0286,0.9608,36.85M,-1.34%
"Jul 23, 2022",0.9764,0.9321,1.0196,0.9222,66.90M,4.75%
"Jul 22, 2022",0.9321,0.9389,0.9752,0.9035,43.82M,-0.72%
"Jul 21, 2022",0.9389,0.9206,0.9439,0.882,33.38M,2.05%
"Jul 20, 2022",0.92,1.0013,1.0184,0.9123,50.81M,-8.14%
"Jul 19, 2022",1.0015,0.9223,1.0196,0.9091,79.09M,8.48%
"Jul 18, 2022",0.9233,0.8388,0.9293,0.8359,49.31M,10.10%
"Jul 17, 2022",0.8386,0.868,0.8801,0.8376,20.36M,-3.39%
"Jul 16, 2022",0.868,0.846,0.8726,0.8216,26.50M,2.62%
"Jul 15, 2022",0.8459,0.8384,0.8701,0.8296,50.84M,0.97%
"Jul 14, 2022",0.8378,0.8138,0.8472,0.7879,26.74M,3.00%
"Jul 13, 2022",0.8134,0.7836,0.8169,0.7556,32.05M,3.80%
"Jul 12, 2022",0.7836,0.807,0.8241,0.7823,18.26M,-2.89%
"Jul 11, 2022",0.8069,0.8688,0.8688,0.8022,20.77M,-7.12%
"Jul 10, 2022",0.8688,0.9061,0.9067,0.8596,15.78M,-4.12%
"Jul 09, 2022",0.9061,0.8971,0.9225,0.8969,15.33M,0.97%
"Jul 08, 2022",0.8974,0.9353,0.9561,0.8886,29.75M,-4.06%
"Jul 07, 2022",0.9354,0.9147,0.9478,0.9065,30.43M,2.27%
"Jul 06, 2022",0.9146,0.8735,0.9287,0.861,34.78M,4.54%
"Jul 05, 2022",0.8749,0.904,0.9168,0.837,36.90M,-3.22%
"Jul 04, 2022",0.904,0.8394,0.9097,0.8231,33.86M,7.70%
"Jul 03, 2022",0.8394,0.8358,0.8448,0.8118,15.79M,0.43%
"Jul 02, 2022",0.8358,0.836,0.8455,0.8117,19.08M,-0.02%
"Jul 01, 2022",0.836,0.8824,0.9043,0.8297,43.93M,-5.23%
"Jun 30, 2022",0.8821,0.8804,0.8866,0.8006,40.75M,0.26%
"Jun 29, 2022",0.8799,0.8882,0.8994,0.8598,31.86M,-0.94%
"Jun 28, 2022",0.8882,0.9635,1.0045,0.8809,40.33M,-7.81%
"Jun 27, 2022",0.9635,0.9348,1.0036,0.9215,43.49M,3.06%
"Jun 26, 2022",0.9348,1.0235,1.0493,0.9296,41.97M,-8.67%
"Jun 25, 2022",1.0235,0.9358,1.0459,0.9188,52.91M,9.37%
"Jun 24, 2022",0.9358,0.8947,0.9524,0.8924,37.00M,4.60%
"Jun 23, 2022",0.8947,0.8358,0.9123,0.8358,43.65M,7.06%
"Jun 22, 2022",0.8357,0.8439,0.8801,0.7994,44.27M,-0.97%
"Jun 21, 2022",0.8439,0.831,0.9052,0.8167,42.48M,1.55%
"Jun 20, 2022",0.831,0.8284,0.8493,0.7908,31.47M,0.32%
"Jun 19, 2022",0.8283,0.7782,0.8374,0.749,43.59M,6.43%
"Jun 18, 2022",0.7782,0.8383,0.8559,0.7296,53.44M,-7.16%
"Jun 17, 2022",0.8383,0.8111,0.8754,0.805,29.30M,3.36%
"Jun 16, 2022",0.8111,0.9227,0.9378,0.7993,53.06M,-12.10%
"Jun 15, 2022",0.9227,0.8213,0.9236,0.7555,100.46M,12.33%
"Jun 14, 2022",0.8214,0.8255,0.8753,0.765,101.09M,-0.48%
"Jun 13, 2022",0.8254,0.7898,0.8863,0.7432,154.37M,4.50%
"Jun 12, 2022",0.7899,0.8172,0.8792,0.7576,64.77M,-3.34%
"Jun 11, 2022",0.8171,0.891,0.9155,0.798,33.92M,-8.32%
"Jun 10, 2022",0.8913,0.9727,0.9812,0.8837,25.77M,-8.37%
"Jun 09, 2022",0.9727,0.9793,1.0041,0.9662,15.18M,-0.67%
"Jun 08, 2022",0.9793,1.0214,1.0365,0.9722,22.62M,-4.12%
"Jun 07, 2022",1.0214,1.0155,1.0277,0.9391,36.76M,0.58%
"Jun 06, 2022",1.0155,0.9771,1.0619,0.9754,32.77M,3.92%
"Jun 05, 2022",0.9772,0.9818,0.9944,0.9554,13.43M,-0.47%
"Jun 04, 2022",0.9818,0.9798,0.9916,0.9459,16.69M,0.20%
"Jun 03, 2022",0.9798,1.0368,1.0399,0.9609,24.83M,-5.52%
"Jun 02, 2022",1.0371,0.9824,1.0384,0.9585,26.22M,5.58%
"Jun 01, 2022",0.9823,1.088,1.0929,0.9696,40.16M,-9.72%
"May 31, 2022",1.088,1.0852,1.1264,1.0466,48.56M,0.26%
"May 30, 2022",1.0851,0.974,1.0981,0.9602,50.15M,11.41%
"May 29, 2022",0.974,0.9562,0.975,0.9175,25.67M,1.86%
"May 28, 2022",0.9562,0.9292,0.9677,0.9258,32.75M,2.91%
"May 27, 2022",0.9292,0.9869,1.0013,0.9049,72.27M,-5.85%
"May 26, 2022",0.9869,1.056,1.1086,0.9381,87.53M,-6.59%
"May 25, 2022",1.0565,1.0402,1.0777,1.0008,44.32M,1.57%
"May 24, 2022",1.0402,1.0307,1.0549,0.9716,40.45M,0.92%
"May 23, 2022",1.0307,1.1033,1.1382,1.0166,52.97M,-6.58%
"May 22, 2022",1.1033,1.0936,1.1271,1.0723,33.98M,0.88%
"May 21, 2022",1.0936,1.0672,1.1167,1.0401,29.57M,2.49%
"May 20, 2022",1.0671,1.1192,1.1532,1.0235,60.34M,-4.77%
"May 19, 2022",1.1206,1.0339,1.1565,0.9806,80.82M,8.39%
"May 18, 2022",1.0338,1.2187,1.2345,1.0302,46.99M,-15.18%
"May 17, 2022",1.2188,1.1751,1.2467,1.1457,45.01M,3.73%
"May 16, 2022",1.1749,1.3374,1.3374,1.1583,61.61M,-12.15%
"May 15, 2022",1.3374,1.3352,1.3546,1.1962,88.29M,0.16%
"May 14, 2022",1.3352,1.0184,1.3377,1.0082,196.38M,31.11%
"May 13, 2022",1.0184,0.7089,1.1725,0.7004,196.34M,43.69%
"May 12, 2022",0.7088,0.7712,0.8265,0.6316,141.18M,-8.09%
"May 11, 2022",0.7712,1.1121,1.153,0.7509,156.05M,-30.62%
"May 10, 2022",1.1115,1.0639,1.2266,1.0231,98.41M,4.48%
"May 09, 2022",1.0638,1.3305,1.3556,1.0595,67.30M,-20.07%
"May 08, 2022",1.3309,1.3704,1.3876,1.3095,33.24M,-2.90%
"May 07, 2022",1.3705,1.4473,1.4548,1.3383,23.46M,-5.31%
"May 06, 2022",1.4474,1.4646,1.4787,1.3934,33.93M,-1.17%
"May 05, 2022",1.4646,1.6618,1.6773,1.4368,44.93M,-11.77%
"May 04, 2022",1.6599,1.4733,1.6771,1.467,45.03M,12.67%
"May 03, 2022",1.4733,1.5062,1.5886,1.4473,31.00M,-2.19%
"May 02, 2022",1.5062,1.5266,1.5827,1.4339,36.30M,-1.31%
"May 01, 2022",1.5262,1.4333,1.5586,1.4025,42.12M,6.72%
"Apr 30, 2022",1.43,1.6687,1.6935,1.3437,40.97M,-14.30%
"Apr 29, 2022",1.6687,1.8051,1.8158,1.6239,31.16M,-7.56%
"Apr 28, 2022",1.8051,1.8435,1.8652,1.7846,23.48M,-2.09%
"Apr 27, 2022",1.8436,1.8078,1.8871,1.79,18.66M,1.98%
"Apr 26, 2022",1.8079,1.9782,2.0063,1.7818,24.35M,-8.57%
"Apr 25, 2022",1.9774,2.0023,2.005,1.8512,32.41M,-1.25%
"Apr 24, 2022",2.0024,2.0078,2.0263,1.9593,14.51M,-0.27%
"Apr 23, 2022",2.0078,2.0385,2.0481,1.9929,10.45M,-1.50%
"Apr 22, 2022",2.0385,2.0256,2.0793,2.0131,16.63M,0.64%
